"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1988-12","Dec-1988","PC","Percentage","0","Units",,,-0.648508430609571,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-01","Jan-1989","PC","Percentage","0","Units",,,0.522193211488243,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-02","Feb-1989","PC","Percentage","0","Units",,,0.259740259740263,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-03","Mar-1989","PC","Percentage","0","Units",,,-1.29533678756477,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-04","Apr-1989","PC","Percentage","0","Units",,,2.49343832020997,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-05","May-1989","PC","Percentage","0","Units",,,-2.56081946222791,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-06","Jun-1989","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-07","Jul-1989","PC","Percentage","0","Units",,,0.262812089356113,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-08","Aug-1989","PC","Percentage","0","Units",,,2.09698558322412,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-09","Sep-1989","PC","Percentage","0","Units",,,-0.513478818998722,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-10","Oct-1989","PC","Percentage","0","Units",,,-0.516129032258084,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-11","Nov-1989","PC","Percentage","0","Units",,,0.77821011673154,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1989-12","Dec-1989","PC","Percentage","0","Units",,,-0.128700128700137,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-01","Jan-1990","PC","Percentage","0","Units",,,-1.03092783505154,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-02","Feb-1990","PC","Percentage","0","Units",,,-0.651041666666667,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-03","Mar-1990","PC","Percentage","0","Units",,,1.44167758846659,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-04","Apr-1990","PC","Percentage","0","Units",,,0.645994832041344,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-05","May-1990","PC","Percentage","0","Units",,,-0.641848523748396,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-06","Jun-1990","PC","Percentage","0","Units",,,1.55038759689921,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-07","Jul-1990","PC","Percentage","0","Units",,,-2.41730279898218,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-08","Aug-1990","PC","Percentage","0","Units",,,0.130378096479786,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-09","Sep-1990","PC","Percentage","0","Units",,,-0.520833333333312,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-10","Oct-1990","PC","Percentage","0","Units",,,-0.130890052356043,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-11","Nov-1990","PC","Percentage","0","Units",,,-0.524246395806007,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1990-12","Dec-1990","PC","Percentage","0","Units",,,-0.527009222661416,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-01","Jan-1991","PC","Percentage","0","Units",,,-0.264900662251658,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-02","Feb-1991","PC","Percentage","0","Units",,,0,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-03","Mar-1991","PC","Percentage","0","Units",,,-1.06241699867198,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-04","Apr-1991","PC","Percentage","0","Units",,,-1.34228187919463,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-05","May-1991","PC","Percentage","0","Units",,,1.22448979591839,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-06","Jun-1991","PC","Percentage","0","Units",,,0.26881720430105,,
"PRINTO01","Industrial production, s.a.","GBR","United Kingdom","GP","Growth previous period","M","Monthly","1991-07","Jul-1991","PC","Percentage","0","Units",,,-0.80428954423592,,
