"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-02","Feb-1995","IDX","Index","0","Units","2015_100","2015=100",46.27402,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-03","Mar-1995","IDX","Index","0","Units","2015_100","2015=100",46.67683,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-04","Apr-1995","IDX","Index","0","Units","2015_100","2015=100",48.49855,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-05","May-1995","IDX","Index","0","Units","2015_100","2015=100",49.8623,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-06","Jun-1995","IDX","Index","0","Units","2015_100","2015=100",50.82117,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-07","Jul-1995","IDX","Index","0","Units","2015_100","2015=100",51.9576,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-08","Aug-1995","IDX","Index","0","Units","2015_100","2015=100",52.87438,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-09","Sep-1995","IDX","Index","0","Units","2015_100","2015=100",53.59187,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-10","Oct-1995","IDX","Index","0","Units","2015_100","2015=100",53.55439,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-11","Nov-1995","IDX","Index","0","Units","2015_100","2015=100",54.29002,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1995-12","Dec-1995","IDX","Index","0","Units","2015_100","2015=100",55.33458,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-01","Jan-1996","IDX","Index","0","Units","2015_100","2015=100",56.35791,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-02","Feb-1996","IDX","Index","0","Units","2015_100","2015=100",56.68225,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-03","Mar-1996","IDX","Index","0","Units","2015_100","2015=100",56.06698,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-04","Apr-1996","IDX","Index","0","Units","2015_100","2015=100",57.5047,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-05","May-1996","IDX","Index","0","Units","2015_100","2015=100",56.99058,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-06","Jun-1996","IDX","Index","0","Units","2015_100","2015=100",56.62075,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-07","Jul-1996","IDX","Index","0","Units","2015_100","2015=100",56.2142,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-08","Aug-1996","IDX","Index","0","Units","2015_100","2015=100",58.25435,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-09","Sep-1996","IDX","Index","0","Units","2015_100","2015=100",59.54844,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-10","Oct-1996","IDX","Index","0","Units","2015_100","2015=100",60.97217,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-11","Nov-1996","IDX","Index","0","Units","2015_100","2015=100",60.1921,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1996-12","Dec-1996","IDX","Index","0","Units","2015_100","2015=100",61.24356,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-01","Jan-1997","IDX","Index","0","Units","2015_100","2015=100",63.14247,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-02","Feb-1997","IDX","Index","0","Units","2015_100","2015=100",65.45416,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-03","Mar-1997","IDX","Index","0","Units","2015_100","2015=100",65.9578,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-04","Apr-1997","IDX","Index","0","Units","2015_100","2015=100",65.39266,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-05","May-1997","IDX","Index","0","Units","2015_100","2015=100",70.09495,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-06","Jun-1997","IDX","Index","0","Units","2015_100","2015=100",70.50103,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-07","Jul-1997","IDX","Index","0","Units","2015_100","2015=100",73.43444,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-08","Aug-1997","IDX","Index","0","Units","2015_100","2015=100",74.99184,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-09","Sep-1997","IDX","Index","0","Units","2015_100","2015=100",75.97443,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-10","Oct-1997","IDX","Index","0","Units","2015_100","2015=100",78.0181,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-11","Nov-1997","IDX","Index","0","Units","2015_100","2015=100",73.4858,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1997-12","Dec-1997","IDX","Index","0","Units","2015_100","2015=100",77.14473,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-01","Jan-1998","IDX","Index","0","Units","2015_100","2015=100",79.48843,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-02","Feb-1998","IDX","Index","0","Units","2015_100","2015=100",85.76572,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-03","Mar-1998","IDX","Index","0","Units","2015_100","2015=100",88.88524,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-04","Apr-1998","IDX","Index","0","Units","2015_100","2015=100",90.59431,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-05","May-1998","IDX","Index","0","Units","2015_100","2015=100",90.02137,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-06","Jun-1998","IDX","Index","0","Units","2015_100","2015=100",88.65847,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-07","Jul-1998","IDX","Index","0","Units","2015_100","2015=100",90.81964,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-08","Aug-1998","IDX","Index","0","Units","2015_100","2015=100",84.24483,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-09","Sep-1998","IDX","Index","0","Units","2015_100","2015=100",78.39335,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-10","Oct-1998","IDX","Index","0","Units","2015_100","2015=100",76.78547,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-11","Nov-1998","IDX","Index","0","Units","2015_100","2015=100",84.8485,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1998-12","Dec-1998","IDX","Index","0","Units","2015_100","2015=100",86.22351,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-01","Jan-1999","IDX","Index","0","Units","2015_100","2015=100",90.61455,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-02","Feb-1999","IDX","Index","0","Units","2015_100","2015=100",91.14444,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-03","Mar-1999","IDX","Index","0","Units","2015_100","2015=100",93.53667,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-04","Apr-1999","IDX","Index","0","Units","2015_100","2015=100",97.95406,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-05","May-1999","IDX","Index","0","Units","2015_100","2015=100",95.8641,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-06","Jun-1999","IDX","Index","0","Units","2015_100","2015=100",97.43786,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-07","Jul-1999","IDX","Index","0","Units","2015_100","2015=100",97.3925,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-08","Aug-1999","IDX","Index","0","Units","2015_100","2015=100",94.17902,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-09","Sep-1999","IDX","Index","0","Units","2015_100","2015=100",92.75406,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-10","Oct-1999","IDX","Index","0","Units","2015_100","2015=100",92.06054,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-11","Nov-1999","IDX","Index","0","Units","2015_100","2015=100",98.3731,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","1999-12","Dec-1999","IDX","Index","0","Units","2015_100","2015=100",101.8959,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-01","Jan-2000","IDX","Index","0","Units","2015_100","2015=100",98.46317,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-02","Feb-2000","IDX","Index","0","Units","2015_100","2015=100",93.68788,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-03","Mar-2000","IDX","Index","0","Units","2015_100","2015=100",99.19132,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units","2015_100","2015=100",95.6144,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-05","May-2000","IDX","Index","0","Units","2015_100","2015=100",94.2506,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units","2015_100","2015=100",97.88135,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units","2015_100","2015=100",97.55154,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units","2015_100","2015=100",98.31472,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units","2015_100","2015=100",97.99598,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units","2015_100","2015=100",95.43305,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units","2015_100","2015=100",96.45219,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units","2015_100","2015=100",94.45728,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units","2015_100","2015=100",93.93384,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units","2015_100","2015=100",92.77641,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units","2015_100","2015=100",86.63519,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units","2015_100","2015=100",87.45948,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-05","May-2001","IDX","Index","0","Units","2015_100","2015=100",89.12459,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units","2015_100","2015=100",87.23643,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units","2015_100","2015=100",82.82916,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units","2015_100","2015=100",82.57365,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units","2015_100","2015=100",74.10683,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units","2015_100","2015=100",76.72768,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units","2015_100","2015=100",79.49183,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units","2015_100","2015=100",78.56064,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units","2015_100","2015=100",78.72865,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units","2015_100","2015=100",77.74014,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units","2015_100","2015=100",79.65878,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units","2015_100","2015=100",78.99113,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-05","May-2002","IDX","Index","0","Units","2015_100","2015=100",78.38474,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units","2015_100","2015=100",72.29372,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units","2015_100","2015=100",64.26421,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units","2015_100","2015=100",64.6251,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units","2015_100","2015=100",59.99751,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units","2015_100","2015=100",60.18265,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units","2015_100","2015=100",62.20182,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units","2015_100","2015=100",59.87089,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units","2015_100","2015=100",57.52252,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units","2015_100","2015=100",55.25437,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units","2015_100","2015=100",55.16339,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units","2015_100","2015=100",58.61187,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-05","May-2003","IDX","Index","0","Units","2015_100","2015=100",60.44756,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units","2015_100","2015=100",62.46885,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units","2015_100","2015=100",61.85336,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units","2015_100","2015=100",63.41202,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units","2015_100","2015=100",64.21674,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units","2015_100","2015=100",65.05786,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units","2015_100","2015=100",65.95235,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units","2015_100","2015=100",66.67201,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units","2015_100","2015=100",67.79669,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units","2015_100","2015=100",67.37318,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units","2015_100","2015=100",67.42761,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units","2015_100","2015=100",68.43538,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-05","May-2004","IDX","Index","0","Units","2015_100","2015=100",67.53452,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units","2015_100","2015=100",67.90693,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units","2015_100","2015=100",66.15358,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units","2015_100","2015=100",66.53008,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units","2015_100","2015=100",69.15671,,
"SP","Share Prices, Index","GBR","United Kingdom","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units","2015_100","2015=100",70.43696,,
